COURSE,TOPICS,SUBTOPIC,SCREENCAST TITLE,DESCRIPTION,DURATION,YouTube VIDEO ID,YouTube PLAYLIST ID (optional),URL
Thermodynamics,Energy and Entropy,Steam Tables,Introduction to Steam Tables 2,"Steam tables are used to solve two example problems: 1) throttle liquid water from high pressure, 2) heat liquid-vapor mixture at constant volume.",,tIQTJBPpA_E,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=tIQTJBPpA_E&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Quality of Steam,Defines vapor quality and compares mass percent and volume percent of steam.,,P_vCu16UTXk,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=P_vCu16UTXk&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Steam Tables: Constant Volume Process,Use steam tables to determine the final conditions when water vapor is cooled.,,geC_z5WIrZo,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=geC_z5WIrZo&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Steam Tables: Interpolation,Example problems that calculate enthalpy of steam by interpolation of steam tables.,,3aWjbd5Xj0M,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=3aWjbd5Xj0M&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Steam Tables,Water Properties from Steam Tables,Use steam tables to determine properties of water.,,nubT0iP7cCs,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=nubT0iP7cCs&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Calculate Work for Reversible and Irreversible Expansion/Compression,Shows graphical on a pressure-volume diagram the areas that are proportional to work for reversible and irreversible expansions and compressions of a gas in a piston/cylinder.,,sYe0ulf428w,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=sYe0ulf428w&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Expansion in a Piston-Cylinder,Examines the expansion of water in a piston-cylinder device when heat is added to the system.,,DeGFK369PVA,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=DeGFK369PVA&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Flow Between Tanks Containing Water of Different Qualities (Interactive),"MCQ: A value connecting two tanks, one with water at 85% quality and one with water at 95% quality is opened. Which direction does steam flow? Interactive screencast.",,ps4Yi3vvh8U,PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul,https://www.youtube.com/watch?v=ps4Yi3vvh8U&list=PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Flow into an Evacuated Container (Interactive),MCQ: A gas flows into an evacuated container. Interactive screencast.,,bmpktFP87f4,PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul,https://www.youtube.com/watch?v=bmpktFP87f4&list=PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Internal Energy Introduction,Introduces and discusses internal energy and moving boundary work on a system.,,UTj9YEvOt2U,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=UTj9YEvOt2U&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,State Function Explanation,Explanation of state functions and state variables and their application to a chemical reaction.,,JXEn_AaC63k,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=JXEn_AaC63k&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Temperature of Room with Refrigerator Open (Interactive),"MCQ: A refrigerator open in a closed room. Does the temperature increase, decrease, or stay the same? Interactive screencast.",,boL5iWvhPXI,PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul,https://www.youtube.com/watch?v=boL5iWvhPXI&list=PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Which Curve is for Irreversible Adiabatic Expansion? (Interactive),"MCQ: For expansion of a gas, curves corresponding to reversible isothermal, reversible adiabatic, and irreversible adiabatic are shown. Which curve is for the irreversible adiabatic process? Interactive screencast.",,iR0LQnIEeWE,PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul,https://www.youtube.com/watch?v=iR0LQnIEeWE&list=PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Irreversible Adiabatic Expansion,"Energy balance on an ideal gas that undergoes irreversible, adiabatic expansion.",,NdTkzvMV9u8,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=NdTkzvMV9u8&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Isothermal Ideal Gas Compression,Energy balance for isothermal compression of an ideal gas in a closed system.,,WkjmJB25Vb8,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=WkjmJB25Vb8&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Reversible Adiabatic Compression of Ideal Gas,Calculates the final conditions for the adiabatic compression of an ideal gas. A demonstration of an adiabatic compression is included.,,EEUtRiuWK2o,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=EEUtRiuWK2o&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,What is Evaporative Cooling?,Explains the phenomena of evaporative cooling.,,HK7mDSNqGfU,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=HK7mDSNqGfU&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Work and Enthalpy Misunderstandings,Discusses three examples related to enthalpy and work changes that are often confusing.,,_pd9nUtLDdU,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=_pd9nUtLDdU&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Energy Balance: Steam Tables,"Solves a constant pressure, closed system energy balance using steam tables.",,AS3_ZUSW6K0,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=AS3_ZUSW6K0&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Gas Expansion from a Tank,An energy balance is used to determine the final temperature of an ideal gas that expands from a tank into a piston/cylinder.,,E-Gn2DScjyA,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=E-Gn2DScjyA&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,What is Enthalpy?,"Presents the definition of enthalpy, its differential, and its use in energy balances.",,AK9JIFyzqMY,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=AK9JIFyzqMY&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Adiabatic Expansion of Steam,Use steam tables to determine the work done by the adiabatic expansion of steam.,,Z_j9UKtuY0Y,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=Z_j9UKtuY0Y&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Real Gas Expansion,Determine the final state of a real gas that expands adiabatically into a vacuum.,,O7akgeeHkZ4,PL4xAk5aclnUjeRz26fds2w1Mw8YvKHuSU,https://www.youtube.com/watch?v=O7akgeeHkZ4&list=PL4xAk5aclnUjeRz26fds2w1Mw8YvKHuSU
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Real Gas Expansion Part 2: Excel Solver,"Uses the Peng-Robinson equation of state spreadsheet from Elliott & Lira's textbook (www.cheThermodynamics.net/software) and Excel solver to calculate the final conditions for a real gas expanding into a vacuum. ""Real Gas Expansion Part 1"" describes the problem setup in detail.",,SFJV0RD55Pg,PL4xAk5aclnUjeRz26fds2w1Mw8YvKHuSU,https://www.youtube.com/watch?v=SFJV0RD55Pg&list=PL4xAk5aclnUjeRz26fds2w1Mw8YvKHuSU
Thermodynamics,Energy and Entropy,Closed System Energy Balances,Problem Solving Approach,Problem solving approach to solve closed system energy balance.,,ZuyzmjLKJ24,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=ZuyzmjLKJ24&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Evaporative Cooling Energy Balance,Apply energy balance to liquid water that is evaporating and undergoing evaporative cooling.,,IwWdj9plDWA,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=IwWdj9plDWA&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Unsteady-State Energy Balance (Filling an Empty Tank),Determine final properties of tank to which steam is added.,,21u3QgXk0wM,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=21u3QgXk0wM&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Unsteady-State Energy Balance (Steam Tables),Unsteady-state energy balance on a tank containing steam to which additional steam is added. Uses steam tables.,,wEEAr4aD_bU,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=wEEAr4aD_bU&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Adiabatic Compression of an Ideal Gas,"Calculate the adiabatic temperature for compression of an ideal gas, both reversibly and irreversibly.",,Gag_HoWlLnE,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=Gag_HoWlLnE&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Maximum Work from a Turbine,Determine the maximum work possible from a turbine and determine the outlet conditions.,,44lm6xWYDCQ,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=44lm6xWYDCQ&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Compressor Efficiency,Calculate the efficiency of a compressor that uses an ideal gas.,,UEM5bdHPWR4,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=UEM5bdHPWR4&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Throttle Energy Balance: Real Gas,Energy balance for a real gas flowing through a throttle.,,lrcLmtsFeNo,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=lrcLmtsFeNo&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Acceleration of an Airplane by a Turbojet Engine,Calculates the initial acceleration of an airplane powered by a turbojet engine starting from rest and then applying full power.,,7XlR_g1f-i0,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=7XlR_g1f-i0&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Adiabatic Compression/Expansion: Enthalpy-Entropy Diagram,"Shows reversible and irreversible processes on a enthalpy-entropy diagram, and discusses the work for the two types of processes.",,HFm9cyq-jXg,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=HFm9cyq-jXg&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Compare Gas Flow Through Expansion Valve and Turbine (Interactive),MCQ: A gas stream at high pressure is split into two streams. One flows through an expansion valve and one through a gas turbine. Interactive screencast.,,8aAHEyLLFBw,PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul,https://www.youtube.com/watch?v=8aAHEyLLFBw&list=PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul
Thermodynamics,Energy and Entropy,Open System Energy Balances,Compare Work in Two Turbines (Interactive),MCQ: An ideal gas flows through two turbines with different efficiencies; which turbine extracts more work? Interactive screencast.,,e39tsmzE1Lw,PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul,https://www.youtube.com/watch?v=e39tsmzE1Lw&list=PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul
Thermodynamics,Energy and Entropy,Open System Energy Balances,Crankshaft (Interactive),"MCQ: When the volume of a gas is compressed to half its original volume, how does the final pressure compare to the initial pressure?",,tVZ0vp4owiA,PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul,https://www.youtube.com/watch?v=tVZ0vp4owiA&list=PL4xAk5aclnUjZ_bhvqdlGfMQohOiuE8Ul
Thermodynamics,Energy and Entropy,Open System Energy Balances,Energy Balance Around a Turbine,Performs an energy balance around a turbine accounting for flow work and shows how flow work can be lumped into the enthalpy term.,,Wp4x0KmNEC8,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=Wp4x0KmNEC8&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Energy Balance on a Human (BIO),Applies the first law to a human and calculates the temperature increase if the body is modeled as a closed system and the water loss if modeled as an open system.,,N_53gX0_jUc,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=N_53gX0_jUc&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Energy Balance on a Liquid Pump,Derives the equation to calculate the pump work required to increase the pressure of a liquid.,,mnYz3BjzEHo,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=mnYz3BjzEHo&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Energy Balance on Filling a Tank (Simulation),Describes how to use an interactive simulation in which a feed gas is used to pressurize an adiabatic tank that initially contains either N2 or a vapor-liquid mixture of water. The simulation solves the unsteady state energy balance. The simulation is located at: https://demonstrations.wolfram.com/EnergyBalanceOnPressurizingATank/,,vD8CFqsWESs,PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9,https://www.youtube.com/watch?v=vD8CFqsWESs&list=PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9
Thermodynamics,Energy and Entropy,Open System Energy Balances,Energy Balance on Throttling Fluid,Uses the Peng-Robinson equation of state to determine the exit temperature for ethane fed to a throttle at high pressure. The spreadsheet from the Elliott and Lira textbook was used to calculate the enthalpies in the energy balance.,,n7rVMDl2KIo,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=n7rVMDl2KIo&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Flow Work,Introduces the concept of flow work and derives the equations governing it.,,bspnf00z4CU,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=bspnf00z4CU&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Joule-Thomson Expansion (Simulation),Describes how to use an interactive simulation that using the Peng-Robinson equation of state to calculate the temperature change when gases expand through a throttle (Joule-Thomson expansion).,,3SO1XEL5yM8,PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9,https://www.youtube.com/watch?v=3SO1XEL5yM8&list=PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9
Thermodynamics,Energy and Entropy,Open System Energy Balances,Throttle High-Pressure Water (Simulation),Describes how to use the interactive simulation for throttling high-pressure water. This simulation is located at: https://demonstrations.wolfram.com/ThrottlingHighPressureWater/,,UlbMLzhuvNg,PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9,https://www.youtube.com/watch?v=UlbMLzhuvNg&list=PL4xAk5aclnUj1nDv5x0UVATwpQwHC-8m9
Thermodynamics,Energy and Entropy,Open System Energy Balances,Unsteady-State Energy Balance (Filling a Tank Containing N2),"Mass and energy balances are used to determine the final temperature in a tank, which initially contains N2 at low pressure, when a value is opened to flowing N2 at higher pressure.",,XCB5cMmq--g,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=XCB5cMmq--g&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Energy Balance on a Heat Exchanger,An energy balance is done on a steady-state heat exchanger in which superheated steam is used to heat a reaction stream. Steam tables are used to determine the values in the energy balance.,,g6fhEYYM3Uk,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=g6fhEYYM3Uk&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Solving a Steam Turbine Problem,Explains the steps to determine work and outlet conditions for an irreversible steam turbine.,,551RiN1gOF0,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=551RiN1gOF0&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Throttle Temperature Change,Shows the temperature change of non-ideal gases through an adiabatic throttle due to the Joule-Thomson expansion.,,iBEinF6ebmE,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=iBEinF6ebmE&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Thermodynamics,Energy and Entropy,Open System Energy Balances,Throttle: Changing Gas Pressure,Determine the outlet temperature when a high-pressure liquid is throttled.,,sBbNmJakytQ,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=sBbNmJakytQ&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
